session_id,target
1,0.0014475887529298893
2,1.9597237257630735e-08
3,4.8525936305880717e-08
4,1.130226548661498e-07
5,1.0377822619834419e-05
6,0.0005138678746028084
7,0.001628902148496225
8,0.0003210440896867928
9,0.0002651723813392412
10,0.010898125199634326
11,4.05568389664729e-05
12,7.350046566004543e-05
13,0.00041816823774382534
14,0.40856653760575073
15,4.773071447160534e-05
16,0.002629499268247579
17,0.0007862507104161354
18,3.258863240481541e-05
19,0.00046609574857179356
20,5.567028398352212e-07
21,0.04608259956291956
22,2.2727398545754907e-07
23,3.313479879887729e-05
24,0.0004839507063879648
25,0.0026357077255794105
26,3.408439327112097e-08
27,0.0007030026018928923
28,3.090774930942648e-07
29,0.007686283787462836
30,9.452190391325712e-05
31,0.013975050859196222
32,0.009261167931414259
33,0.0007353067215734574
34,3.1892013685362145e-07
35,0.009271671901001132
36,0.000297083862587364
37,3.3310706756025694e-08
38,4.1809307822423996e-08
39,9.452190391325712e-05
40,2.4197959874675585e-05
41,0.0003464668372295142
42,0.007084730579483783
43,5.250776867003709e-06
44,2.41588969366835e-06
45,0.3542994694515925
46,7.521308763766245e-06
47,0.006510268172178945
48,0.00020784464273789234
49,1.7613172627780477e-05
50,1.282050303461545e-05
51,2.599093708770974e-07
52,3.957805783202007e-06
53,0.042628623507967346
54,6.0080819705567204e-05
55,2.9607350141263785e-05
56,0.0014303878984545393
57,2.4876750542016856e-06
58,6.108876591549397e-05
59,7.654921992058252e-06
60,7.15809039150182e-06
61,1.58905978081003e-05
62,0.006006109817176543
63,2.8222033621272526e-05
64,9.692610973556035e-05
65,6.245318974734155e-06
66,4.914660590758638e-07
67,0.0009104186253859289
68,3.252364555718944e-05
69,0.08664982929368585
70,0.0003430176225337823
71,7.844550753482165e-05
72,7.654921992058252e-06
73,0.0038081177239578184
74,1.9597237257630735e-08
75,3.0584455782987616e-05
76,8.617592816141825e-05
77,0.0004036968727033993
78,0.0012673068652662588
79,1.3115119950547181e-05
80,0.0004156235548160411
81,2.2633384505951186e-05
82,0.00010931608336518817
83,3.442761989201436e-08
84,0.887640349806937
85,7.5380730579929605e-06
86,9.483881375788377e-07
87,0.0021283843196856092
88,0.0001917891828000081
89,0.0006522537994269697
90,0.03488048683586328
91,0.00020963091800146102
92,3.224263541843807e-06
93,0.012235658939602889
94,0.0003027061866286113
95,0.01720602572329747
96,1.2800290236419582e-07
97,9.776141106505468e-05
98,0.0001200932349242011
99,4.6735099818293604e-05
100,0.00023396235396416082
101,0.0016835071471839908
102,0.021741235834577512
103,0.0017343221424064483
104,0.0017036715179233072
105,7.183081803668706e-06
106,0.0001598069795331251
107,0.0009796558800330292
108,7.321884806460583e-06
109,4.09597359378292e-05
110,8.795943873803495e-05
111,0.00013163882944803787
112,2.4522634930983414e-07
113,0.01590044108765082
114,8.600876754399327e-06
115,8.161026689834744e-05
116,1.006563153447674e-05
117,0.0010886090705330544
118,0.00020531802058154706
119,6.402925093139432e-05
120,0.00016529443980587896
121,4.4888079463248855e-05
122,9.452190391325712e-05
123,0.00022227452815741646
124,3.6213983837918394e-06
125,0.004305886104462988
126,8.390830723346851e-07
127,2.137704470402627e-08
128,0.0007904459048039649
129,0.0008164170187687766
130,0.0025264234792153947
131,0.053034625432915705
132,0.001628902148496225
133,0.0013763559800486845
134,1.6527191238658632e-06
135,2.894003167105032e-06
136,9.843644491243725e-05
137,0.000529819006022246
138,0.0008966713302716228
139,2.3233982247102985e-06
140,0.002139513967485684
141,1.1301056211848138e-08
142,0.0007203987788122845
143,0.0005808558966143064
144,0.002051843327280575
145,1.9597237257630735e-08
146,0.005296213013813868
147,0.0007731803040249418
148,0.000991141334679653
149,0.000933204784523364
150,0.008274267081235923
151,2.767911528361874e-06
152,0.002158754663550698
153,0.003266465143839241
154,0.0023579511551529648
155,2.4186122051144702e-05
156,8.31521000237329e-05
157,0.00013936007003702815
158,9.843644491243725e-05
159,1.7904385945093155e-06
160,9.452190391325712e-05
161,0.0006192203186367786
162,0.00010621597752380554
163,8.470107385055614e-05
164,0.0014225640704272023
165,4.4919132208236643e-07
166,3.330810346457304e-05
167,0.003379514573863257
168,0.0009405778986202027
169,0.000898941302729732
170,0.0009948849069588356
171,0.0016463063974809457
172,1.0847659072829067e-05
173,7.750816683526982e-05
174,2.2557825992723276e-05
175,0.6799843664352767
176,0.001002455980210817
177,0.004709156892972521
178,3.463389387132198e-07
179,2.0741329311214047e-05
180,8.062485913659561e-05
181,0.0004479254333585886
182,0.024979257877136264
183,0.0004099399191649554
184,6.571693372597672e-06
185,0.00023798827286588452
186,4.2544384313528834e-05
187,1.9635225454948784e-06
188,1.1074666206269344e-06
189,0.0013581563976449622
190,1.4691385467970945e-05
191,0.000940459599877047
192,0.00021316188681580806
193,0.000756452303858976
194,0.01640308627260996
195,0.0004499520895500633
196,1.2967723372898921e-08
197,0.0002751887955605103
198,0.0025741593144297456
199,0.001311138194584949
200,5.283681793074856e-06
201,7.521308763766245e-06
202,0.07044738369855534
203,1.0402324861184727e-06
204,0.00014876149260239195
205,0.005076929054096082
206,2.5986177258155504e-09
207,6.992919427311597e-05
208,0.024251378201017252
209,4.335784303100733e-06
210,0.0012277939000639056
211,1.114901163627514e-05
212,0.0035901012591722306
213,4.31016239153547e-05
214,0.0013230550189498782
215,0.016999417374306016
216,0.0025891778797258107
217,0.007600964512600955
218,0.000898941302729732
219,0.0357832730215299
220,0.000645274219001313
221,0.00020516008884005594
222,0.00016436072535605444
223,0.0004743452956894842
224,0.000898941302729732
225,0.041599888361790065
226,0.0022444576753147673
227,0.0006924092394528815
228,4.9754696162502914e-05
229,0.00023337114411053122
230,0.0006780692323771526
231,7.24616935173184e-06
232,3.7249399036447394e-05
233,7.297900044338923e-05
234,0.005423921440587806
235,1.3354481824964399e-05
236,0.002154622488289149
237,0.0008818047816201925
238,0.001628902148496225
239,9.452190391325712e-05
240,0.0016766828659278213
241,6.363513852672226e-06
242,1.4308284303205392e-07
243,2.4775323848349315e-08
244,9.255905408078672e-05
245,8.555666349068631e-05
246,7.19607588487508e-06
247,0.01687166353704569
248,0.00017483744527914993
249,4.366017605051662e-06
250,0.00015221348207260498
251,0.03122000927951835
252,0.0001558442891985972
253,0.00012864876272895642
254,0.05419954969125146
255,0.00039385255869489025
256,1.0680520324933656e-09
257,0.0007907460278961208
258,0.0021952958600627167
259,0.0034816035640037276
260,0.014261077890248558
261,2.5954566793529566e-05
262,0.04471838421173094
263,0.00014891546766431662
264,0.0009677531432571953
265,0.0012589715986793786
266,6.928265546334751e-06
267,4.369043773481047e-12
268,1.1362608073430401e-05
269,0.00033642244107697693
270,0.00040719485002596947
271,1.7995580990270697e-05
272,0.0008093078824712015
273,5.23771376583504e-05
274,0.001395886931353082
275,0.001838858662976985
276,2.0943135170034634e-07
277,0.0007556097793094995
278,0.0019924200228670563
279,1.0728834164964548e-05
280,0.0017047299613101585
281,9.692147632723898e-06
282,0.001153613485666451
283,0.0006460652794155056
284,3.4587703346975892e-06
285,0.00010612614738017875
286,5.084023703641543e-09
287,0.000953744188616211
288,4.0470804252204854e-06
289,0.00044625497515876134
290,7.014357480685937e-06
291,0.03924642886021532
292,0.00012177803895279117
293,0.001774123788523354
294,7.071133325745408e-06
295,0.0001407139837362663
296,0.00011928158706217597
297,0.00010017272600560624
