session_id,target
1,2.4573452717706263e-05
2,2.8767957752869912e-08
3,8.133734830332753e-08
4,2.6457384014510948e-08
5,6.063094762843535e-06
6,2.7022859640743148e-05
7,0.0029925603596285735
8,0.00010339288080332738
9,7.3027995175593675e-06
10,0.00017573854292717627
11,0.00013237083083624812
12,1.4460286963869007e-05
13,1.819597889285381e-05
14,0.09509253153858584
15,0.0009420693745365742
16,0.00014202211437336172
17,0.00015740031492838226
18,6.65966075762721e-06
19,0.0003546220127311054
20,7.404734790803295e-07
21,0.0060765308464146555
22,5.032698447577323e-10
23,0.00015284803723800166
24,3.198984499907144e-05
25,0.0011391662666938981
26,1.1680669589670881e-07
27,8.336693198678741e-05
28,3.6894685341827363e-09
29,0.020813670914751607
30,0.0003697669673501504
31,0.02668719075224384
32,0.043087284550876584
33,1.9775233198977215e-05
34,1.6966186203493868e-07
35,0.06385219618669945
36,0.0001728325209082269
37,1.4090932834812186e-10
38,1.4845093071917533e-07
39,0.0003634103465078385
40,6.665835560012093e-07
41,0.0012366343118549962
42,0.00022347964702789188
43,5.794574872127494e-06
44,1.2508031262487592e-06
45,0.4636115865696993
46,0.0001332703017902837
47,0.00020466075396104888
48,1.5449424527107772e-06
49,0.00014371773285554797
50,3.386578371449369e-07
51,3.012562739385408e-09
52,5.778111176276812e-06
53,0.010836888035584243
54,9.308946195516321e-05
55,3.3563910338446705e-05
56,7.646564316095903e-05
57,4.701502895950311e-08
58,6.759806957469082e-07
59,3.946568480394034e-07
60,7.887915513491506e-08
61,1.1885578134843412e-06
62,0.0003179783147618894
63,1.0731827741822539e-06
64,0.00010859226230487814
65,2.3539040706020136e-06
66,1.3110118837839237e-06
67,9.468566605824288e-05
68,0.00014379378220138472
69,0.060236666478812206
70,8.758450737522152e-06
71,0.00037072066177980956
72,0.00013752835917549188
73,0.0006139960354367439
74,1.7494201481780255e-06
75,6.570421593361815e-05
76,0.0002913922781625458
77,0.0007230471895527254
78,0.0025789353231399086
79,1.061897748442599e-05
